"baitName","oeName"
"AC073046.25;DGUOK-AS1;RP11-711M9.1","WBP1"
"AC073046.25;DGUOK-AS1;RP11-711M9.1","MOGS;MRPL53;WBP1"
"AC073046.25;DGUOK-AS1;RP11-711M9.1","PCGF1"
"AC073046.25;DGUOK-AS1;RP11-711M9.1","AUP1;DQX1"
"AC073046.25;DGUOK-AS1;RP11-711M9.1","AUP1;HTRA2"
"AC073046.25;DGUOK-AS1;RP11-711M9.1","DOK1;LOXL3"
"AC073046.25;DGUOK-AS1;RP11-711M9.1","LOXL3"
"LOXL3","RP11-434P11.2;TPRKB"
"LOXL3","STAMBP"
"LOXL3","CCDC142;TTC31"
"NCK2","AC012360.4;C2orf49;RP11-332H14.2;TGFBRAP1"
"NCK2","AC012360.6"
"NCK2","AC009505.2"
"NCK2","C2orf40"
"NCK2","AC018878.3"
"NCK2","UXS1"
"NCK2","AC096670.3;BCL2L11"
"MARCO","C1QL2"
"MARCO","STEAP3"
"MARCO","C2orf76;DBI"
"MARCO","TMEM37"
"ERCC3","MIR4783;PROC"
"ERCC3","AC010976.2"
"ERCC3","IWS1"
"ERCC3","UGGT1"
"RBM43","ACVR2A"
"RBM43","MBD5;ORC4"
"RBM43","EPC2"
"RBM43","AC105402.1;AC105402.4"
"RBM43","LYPD6B"
"RBM43","AC144449.1"
"RBM43","MMADHC"
"RBM43","RNU6-601P"
"RBM43","NMI"
"RBM43","ARL5A"
"RBM43","STAM2"
"RBM43","ARL6IP6;PRPF40A"
"PLEKHM3","EEF1B2;NDUFS1"
"PLEKHM3","DYTN"
"PLEKHM3","FASTKD2;MDH1B"
"PLEKHM3","AC007879.5;CREB1"
"PLEKHM3","METTL21A"
"PLEKHM3","PPP1R14BP2;RNU6-664P;Y_RNA"
"PLEKHM3","CCNYL1"
"PLEKHM3","FZD5"
"AC012362.3;PTH2R","AC007383.4;GCSHP3"
"AC012362.3;PTH2R","EEF1B2;NDUFS1"
"AC012362.3;PTH2R","AC010731.3;AC010731.4"
"AC012362.3;PTH2R","FASTKD2;MDH1B"
"AC012362.3;PTH2R","MAP2"
"AC012362.3;PTH2R","RPE"
"AC012362.3;PTH2R","AC007038.7"
"AC012362.3;PTH2R","AC006994.2;AC006994.3;KANSL1L"
"PECR;TMEM169","NOP58;SNORD70"
"PECR;TMEM169","AC079610.2;SPAG16"
"PECR;TMEM169","AC072062.1;BARD1"
"PECR;TMEM169","ATIC"
"PECR;TMEM169","MREG"
"PECR;TMEM169","XRCC5"
"PECR;TMEM169","AC098820.2;SMARCAL1"
"PECR;TMEM169","AC098820.3;RPL37A"
"PECR;TMEM169","CNPPD1;FAM134A"
"PECR;TMEM169","DNAJB2;MIR153-1;PTPRN;TUBA4A;TUBA4B"
"PECR;TMEM169","AC114803.3;PTPRN"
"PECR;TMEM169","NCL;SNORD82"
"CXCR1","CXCR2"
"SP110;SP140","SP100"
"SP110;SP140","RNU6-451P"
"SP110;SP140","CAB39"
"SP110;SP140","RNU6-268P"
"SP110;SP140","NCL;SNORD82"
"AC012507.4","SPATA3-AS1;SPATA3"
"ESPNL","RAMP1"
"C20orf112;RP11-410N8.1;RP11-410N8.4","MYLK2"
"SLA2","AAR2"
"SLA2","AL132768.1;NDRG3"
"SLA2","SOGA1"
"RBM38;RP4-800J21.3","AURKA;CSTF1"
"RBM38;RP4-800J21.3","ZBP1"
"RBM38;RP4-800J21.3","ANKRD60"
"RBM38;RP4-800J21.3","PPP4R1L;RAB22A"
"RBM38;RP4-800J21.3","STX16;STX16-NPEPL1"
"HELZ2","DNAJC5"
"HELZ2","MIR647;UCKL1"
"HELZ2","AL118506.1;UCKL1"
"HELZ2","PRPF6;SAMD10;ZNF512B"
"CTD-3184A7.4;GMEB2;RTEL1;RTEL1-TNFRSF6B;STMN3","DNAJC5"
"CCT8;MAP3K7CL","MIR155HG"
"CCT8;MAP3K7CL","MRPL39"
"CCT8;MAP3K7CL","JAM2"
"CCT8;MAP3K7CL","ATP5J;GABPA"
"CCT8;MAP3K7CL","LTN1"
"CCT8;MAP3K7CL","BACH1-AS1;BACH1-IT2"
"HMGN1","ETS2"
"HMGN1","AF129408.17;PSMG1"
"HMGN1","BRWD1-IT2"
"HMGN1","BRWD1-AS1"
"HMGN1","BRWD1"
"HMGN1","snoU13"
"HMGN1","RNF6P1;WRB"
"HMGN1","LCA5L;SH3BGR"
"C21orf33","ICOSLG"
"C21orf33","AP001059.5;DNMT3L"
"C21orf33","AP001062.9;C21orf2"
"ITGB2-AS1;ITGB2;LL21NC02-1C16.1;LL21NC02-1C16.2","TSPEAR-AS1"
"RP6-109B7.4","TRMU"
"BRD1;RP11-494O16.3;RP3-522J7.6;ZBED4","ALG12;CRELD2"
"BRD1;RP11-494O16.3;RP3-522J7.6;ZBED4","MLC1"
"IL17RE;JAGN1","CIDEC"
"IL17RE;JAGN1","GHRLOS;LINC00852"
"IL17RE;JAGN1","GHRL;GHRLOS"
"IL17RE;JAGN1","SEC13"
"VILL","AC093415.2;CTDSPL"
"VILL","EXOG"
"PPM1M","CYB561D2;NPRL2"
"PPM1M","CYB561D2;NPRL2;XXcos-LUCA11.5"
"PPM1M","ABHD14B;ACY1"
"PPM1M","RPL29"
"PPM1M","DUSP7"
"PPM1M","TLR9;TWF2"
"PPM1M","MIRLET7G;WDR82"
"PPM1M","GLYCTK;MIR135A1;WDR82"
"PPM1M","BAP1;PHF7"
"PPM1M","SEMA3G"
"MINA","PROS1"
"MINA","ARL13B;RNU6-511P"
"MINA","DHFRL1;NSUN3"
"MINA","RNU7-108P"
"MINA","ARL6"
"MINA","CRYBG3"
"MINA","CRYBG3"
"MINA","CLDND1;RP11-227H4.5"
"MINA","GPR15"
"MINA","CPOX"
"MINA","CTD-2021J15.1;DCBLD2"
"MINA","CMSS1"
"MINA","TBC1D23"
"MINA","LNP1;TOMM70A"
"MINA","SENP7"
"GPR128","CLDND1;RP11-227H4.5"
"GPR128","CMSS1"
"CD96","U3"
"CD96","PVRL3-AS1;PVRL3"
"CD96","PVRL3-AS1;PVRL3"
"RNF13","DHFRL1;NSUN3"
"RNF13","ZBTB20"
"RNF13","RP11-680B3.2"
"RNF13","GYG1"
"RNF13","HLTF-AS1;HLTF"
"RNF13","HPS3"
"RNF13","TM4SF1-AS1;TM4SF1"
"RNF13","RNU6-1098P"
"RNF13","COMMD2"
"RNF13","AC117395.1;ANKUB1;PFN2;RP11-651P23.5"
"RNF13","TSC22D2"
"RNF13","EIF2A;SERP1"
"RNF13","SELT;SERP1"
"RNF13","SIAH2-AS1;SIAH2"
"RNF13","MED12L"
"RNF13","CCNL1;KRT18P34;RP11-555M1.3"
"RNF13","PDCD10;SERPINI1"
"MAP6D1","MCF2L2"
"EEF1A1P8;HTR3D","VWA5B2"
"EEF1A1P8;HTR3D","ALG3;MIR1224;VWA5B2"
"EEF1A1P8;HTR3D","ALG3;ECE2"
"EEF1A1P8;HTR3D","CAMK2N2"
"EIF4G1","SEC61A1"
"RNU6-910P;TM4SF19","RNF168"
"RNU6-910P;TM4SF19","SMCO1"
"MFSD10;NOP14-AS1","MXD4"
"MFSD10;NOP14-AS1","TNIP2"
"MFSD10;NOP14-AS1","ADD1"
"AC093323.1;RP11-539L10.2;S100P","MRFAP1"
"AC093323.1;RP11-539L10.2;S100P","RP11-539L10.3"
"AC093323.1;RP11-539L10.2;S100P","TBC1D14"
"AC093323.1;RP11-539L10.2;S100P","CCDC96;TADA2B"
"AC093323.1;RP11-539L10.2;S100P","GRPEL1"
"SOD3","CCDC149"
"TMPRSS11D","CENPC"
"TMPRSS11D","YTHDC1"
"KLHL8","MAPK10;PTPN13"
"KLHL8","AFF1;C4orf36"
"KLHL8","HSD17B11"
"KLHL8","NUDT9"
"KLHL8","FAM13A;RP11-84C13.1;TIGD2"
"KLHL8","PAPSS1"
"FAM13A;RP11-84C13.1;TIGD2","RP11-363G15.2;SMARCAD1"
"FAM13A;RP11-84C13.1;TIGD2","PAPSS1"
"RP11-284M14.1;USP38","COX18"
"RP11-284M14.1;USP38","THAP6"
"RP11-284M14.1;USP38","PGRMC2"
"RP11-284M14.1;USP38","JADE1"
"RP11-284M14.1;USP38","C4orf33;SCLT1"
"RP11-284M14.1;USP38","NAA15;NDUFC1"
"RP11-284M14.1;USP38","MAML3"
"RP11-284M14.1;USP38","RNF150"
"RP11-284M14.1;USP38","ZNF330"
"RP11-284M14.1;USP38","snoU13"
"RP11-284M14.1;USP38","IL15"
"RP11-284M14.1;USP38","INPP4B"
"RP11-284M14.1;USP38","AC097658.1;GAB1"
"RP11-284M14.1;USP38","SMARCA5-AS1;SMARCA5"
"RP11-284M14.1;USP38","ABCE1;ANAPC10"
"RP11-284M14.1;USP38","OTUD4"
"RP11-284M14.1;USP38","MMAA"
"RP11-284M14.1;USP38","LSM6"
"RP11-284M14.1;USP38","RP11-425A23.1;TMEM184C"
"RP11-284M14.1;USP38","RPS3A"
"RP11-284M14.1;USP38","PLRG1"
"RP11-284M14.1;USP38","DDX60"
"KIAA0922","TRIM2"
"KIAA0922","MND1"
"KIAA0922","RNF175"
"CTC-436P18.1;SMIM15","ZSWIM6"
"CTC-436P18.1;SMIM15","C5orf64"
"CTC-436P18.1;SMIM15","RNU6-913P"
"GLRX","RFESD"
"DOK3;PDLIM7;RP11-1334A24.6","NSD1"
"DOK3;PDLIM7;RP11-1334A24.6","PRELID1;RAB24"
"DOK3;PDLIM7;RP11-1334A24.6","MXD3"
"DOK3;PDLIM7;RP11-1334A24.6","LMAN2;RGS14"
"DOK3;PDLIM7;RP11-1334A24.6","SLC34A1"
"DOK3;PDLIM7;RP11-1334A24.6","F12;GRK6;PFN3"
"DOK3;PDLIM7;RP11-1334A24.6","DBN1"
"DOK3;PDLIM7;RP11-1334A24.6","DDX41"
"DOK3;PDLIM7;RP11-1334A24.6","TMED9"
"DOK3;PDLIM7;RP11-1334A24.6","RMND5B"
"CTC-338M12.4;GNB2L1;SNORD95;SNORD96A","MGAT1"
"CTC-338M12.4;GNB2L1;SNORD95;SNORD96A","CTC-338M12.6;TRIM7"
"CTC-338M12.4;GNB2L1;SNORD95;SNORD96A","CTC-338M12.7;MIR4638;TRIM41"
"OR2B2","HIST1H4C"
"OR2B2","HIST1H2BE;LARP1P1"
"OR2B2","HIST1H2APS4;HIST1H2BI;HIST1H3G"
"OR2B2","RNU2-62P"
"OR2B2","HIST1H2AH;HIST1H2BK;MIR3143"
"OR2B2","PRSS16"
"OR2B2","POM121L2"
"OR2B2","ZNF184"
"OR2B2","RNU6-471P"
"OR2B2","RP1-313I6.12;ZNF165"
"OR2B2","ZSCAN16"
"OR2B2","ZKSCAN3;ZSCAN31"
"OR2B2","ZSCAN12"
"OR2B2","RNU2-45P"
"OR2B2","GPX5"
"OR2B2","HCG15;HCG16"
"TRIM10;TRIM15","ZNRD1-AS1;ZNRD1"
"TRIM10;TRIM15","PPP1R11"
"TRIM10;TRIM15","TRIM31-AS1;TRIM31"
"NRM;PPP1R18","XXbac-BPG249D20.9"
"NRM;PPP1R18","MDC1"
"NRM;PPP1R18","TUBB;XXbac-BPG252P9.9"
"NRM;PPP1R18","DDR1-AS1;DDR1"
"NRM;PPP1R18","DDX39B-AS1;DDX39B"
"LTA;TNF","DDX39B-AS1;DDX39B"
"LTA;TNF","LTB"
"LTA;TNF","MSH5;MSH5-SAPCD1;RNU6-850P"
"LTA;TNF","VARS;VWA7;Y_RNA"
"LTA;TNF","LSM2"
"LTA;TNF","HSPA1A;HSPA1L"
"LTA;TNF","C6orf48;HSPA1B;SNORD48"
"LTA;TNF","C6orf48;SNORD52"
"LTA;TNF","NEU1"
"LTA;TNF","MIR1236"
"C2;EHMT2;ZBTB12","MCCD1;RPL15P4"
"C2;EHMT2;ZBTB12","DDX39B;SNORD117"
"C2;EHMT2;ZBTB12","DDX39B-AS1;DDX39B"
"C2;EHMT2;ZBTB12","CSNK2B-LY6G5B-1181;LY6G5B"
"C2;EHMT2;ZBTB12","MIR1236"
"C4B-AS1;C4B;CYP21A2;TNXB","DPCR1"
"C4B-AS1;C4B;CYP21A2;TNXB","HCG21"
"C4B-AS1;C4B;CYP21A2;TNXB","C2;CFB"
"C4B-AS1;C4B;CYP21A2;TNXB","C4A;STK19"
"C4B-AS1;C4B;CYP21A2;TNXB","ATF6B;TNXB"
"C4B-AS1;C4B;CYP21A2;TNXB","AGPAT1;RNF5"
"C4B-AS1;C4B;CYP21A2;TNXB","HLA-DOB"
"C4B-AS1;C4B;CYP21A2;TNXB","HLA-DPA1;HLA-DPB1;RPL32P1"
"C6orf1;HMGA1","KIFC1"
"C6orf1;HMGA1","ZBTB9"
"C6orf1;HMGA1","BAK1"
"C6orf1;HMGA1","ITPR3"
"C6orf1;HMGA1","UQCC2"
"C6orf1;HMGA1","IP6K3"
"C6orf1;HMGA1","LEMD2"
"C6orf1;HMGA1","NUDT3"
"C6orf1;HMGA1","BX255972.1;PACSIN1"
"C6orf1;HMGA1","SPDEF"
"C6orf1;HMGA1","snoU13"
"C6orf1;HMGA1","C6orf106;RN7SL200P;RP11-140K17.3;RP3-391O22.1;snoU13"
"C6orf1;HMGA1","ANKS1A;TAF11"
"C6orf1;HMGA1","TCP11"
"C6orf1;HMGA1","ZNF76"
"CCND3;TAF8","FRS3;PRICKLE4"
"CCND3;TAF8","FRS3;TOMM6"
"CCND3;TAF8","SNORA8"
"CCND3;TAF8","USP49"
"CCND3;TAF8","BYSL;MED20;Y_RNA"
"CCND3;TAF8","UBR2"
"ZC3H12D","UST"
"ZC3H12D","RP11-162J8.2"
"ZC3H12D","RP11-162J8.3"
"ZC3H12D","RP1-111D6.2"
"ZC3H12D","PPIL4;RNU7-3P"
"ZC3H12D","PPIL4"
"C6orf99","PPIL4"
"C6orf99","TFB1M"
"C6orf99","ZDHHC14"
"C6orf99","RP11-52J3.3"
"C6orf99","RP11-52J3.2"
"C6orf99","SYNJ2"
"C6orf99","AL590703.1;GTF2H5;SERAC1"
"C6orf99","TULP4"
"C6orf99","RP11-732M18.2"
"C6orf99","AL591025.1;TATDN2P2"
"C6orf99","DYNLT1;SYTL3"
"C6orf99","RNU6-293P;yR211F11.2"
"C6orf99","RP1-111C20.4;RSPH3"
"C6orf99","TAGAP"
"C6orf99","FNDC1;RP11-13P5.2"
"C6orf99","ACAT2"
"C6orf99","ACAT2;SOD2"
"C6orf99","SNORA29;TCP1"
"C6orf99","MRPL18;TCP1"
"C6orf99","MAP3K4;RP3-428L16.2"
"C6orf99","CAHM;QKI"
"MIR550A1;ZNRF2","AC007285.6;SCRN1"
"MIR550A1;ZNRF2","FKBP14;PLEKHA8"
"MIR550A1;ZNRF2","AC007285.7"
"MIR550A1;ZNRF2","NOD1"
"MIR550A1;ZNRF2","GGCT"
"MIR550A1;ZNRF2","AC005154.6"
"MIR550A1;ZNRF2","AC005154.6;GARS"
"MIR550A1;ZNRF2","FAM188B"
"GTF2I","GTF2IRD1"
"BUD31;PDAP1","TMEM130"
"BUD31;PDAP1","AC004893.11"
"BUD31;PDAP1","ARPC1B"
"BUD31;PDAP1","ZKSCAN5;ZNF394"
"BUD31;PDAP1","ZSCAN21"
"BUD31;PDAP1","COPS6;MIR106B;MIR25;MIR93"
"BUD31;PDAP1","AP4M1;MCM7"
"BUD31;PDAP1","GPC2;STAG3"
"BUD31;PDAP1","MEPCE;ZCWPW1"
"LRRC17","RNU6-1136P"
"PNOC;RP11-380I10.4","NUGGC"
"PNOC;RP11-380I10.4","ELP3"
"SNORA1","TGS1;TMEM68"
"SNORA1","LYN"
"SNORA1","SNORD54"
"SNORA1","CTA-397H3.3;RPS20"
"SNORA1","CHCHD7;PLAG1"
"RP11-159H10.3;SLCO5A1","RP11-102F4.2"
"RP11-159H10.3;SLCO5A1","LACTB2;XKR9"
"RP11-159H10.3;SLCO5A1","AC104012.1"
"MIR1208","CASC11;MYC"
"FAM49B","KIAA0196;NSMCE2"
"FAM49B","FAM84B;RP11-89K10.1"
"FAM49B","CASC11;MYC"
"FAM49B","RP11-473O4.5"
"FAM49B","SNORA25"
"FAM49B","RNU7-181P"
"FAM49B","RNU6-1255P"
"TMEM71","NDRG1"
"TMEM71","ZFAT"
"TRAPPC9","INTS10"
"TRAPPC9","CHRAC1;CTA-204B4.2"
"TRAPPC9","AGO2"
"TRAPPC9","DENND3;RP11-809O17.1"
"TRAPPC9","SLC45A4"
"GSDMD;MROH6;RP11-661A12.9","FAM83H-AS1;FAM83H;MIR4664"
"GSDMD;MROH6;RP11-661A12.9","MIR937;PUF60;RP11-429J17.8;SCRIB"
"GSDMD;MROH6;RP11-661A12.9","PUF60"
"GSDMD;MROH6;RP11-661A12.9","NRBP2"
"GSDMD;MROH6;RP11-661A12.9","PARP10;SPATC1"
"GSDMD;MROH6;RP11-661A12.9","CTD-3065J16.9;EXOSC4"
"GSDMD;MROH6;RP11-661A12.9","BOP1;HSF1"
"ANP32B;RP11-535C21.3","KRT18P13;XPA"
"ANP32B;RP11-535C21.3","C9orf156;Y_RNA"
"ANP32B;RP11-535C21.3","TBC1D2"
"PPP3R2","GRIN3A"
"PPP3R2","OR13C9"
"PPP3R2","OR13D1"
"PPP3R2","NIPSNAP3A"
"PPP3R2","NIPSNAP3B"
"AK8;C9orf9","MED27"
"BTK;RPL36A;RPL36A-HNRNPH2","CSTF2;SNORA9"
"BTK;RPL36A;RPL36A-HNRNPH2","ARMCX6"
"BTK;RPL36A;RPL36A-HNRNPH2","ARMCX3-AS1;ARMCX3"
"BTK;RPL36A;RPL36A-HNRNPH2","RNU6-30P;RP4-545K15.5"
"BTK;RPL36A;RPL36A-HNRNPH2","ZMAT1"
"BTK;RPL36A;RPL36A-HNRNPH2","SLC25A53"
"BTK;RPL36A;RPL36A-HNRNPH2","FAM199X"
